mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,geo_number,spc,energy_ratio
2.55758629,1,1.0,6,0.499982168,51,0.100805546,56,0.114903285,-1,-1,281.057298,60,80,0.3483441550618496
3.19155423,1,1.0,6,0.499982168,83,0.0486607304,51,0.0777642781,50,0.0708939684,320.858906,90,80,0.09406895079909448
2.9815071,1,1.0,6,0.499982168,83,0.0822198548,50,0.0561243916,5,0.389225002,279.604436,30,80,0.4325585824778641
1.99180239,1,1.0,6,0.499982168,51,0.0302416637,50,0.0354469842,29,0.0413864709,167.109836,30,80,0.7652352306066554
2.92353005,1,1.0,6,0.499982168,51,0.190090458,29,0.0220727845,56,0.0255340633,277.480945,60,80,0.3042433644006246
2.07941559,1,1.0,6,0.499982168,74,0.0276560224,51,0.0273615052,50,0.0177234921,191.049594,120,80,0.2005544151849179
3.4991129,1,1.0,6,0.499982168,83,0.112423067,74,0.0247950546,-1,-1,400.029941,90,80,0.08692672471656786
1.87008338,1,1.0,6,0.499982168,51,0.0532829313,50,0.0192004498,5,0.162177084,147.843863,60,80,0.6769246479543892
3.2235923,1,1.0,6,0.499982168,83,0.0704741613,51,0.109446021,-1,-1,339.98118,90,80,1
1.858258,1,1.0,6,0.499982168,51,0.0662436443,5,0.113523959,56,0.00893692215,155.089784,30,80,0.8078857298901151
2.06226575,1,1.0,6,0.499982168,83,0.0285252557,74,0.00953655945,51,0.0230412676,206.178375,30,80,0.6146366985677225
2.15120857,1,1.0,6,0.499982168,74,0.0371925819,29,0.0579410593,-1,-1,184.01063,60,80,0.43746937923168977
2.38031293,1,0.734059438,6,0.367016629,83,0.0468053448,5,1.0,-1,-1,154.479068,60,80,0.4648803452244223
2.17291103,1,0.592894161,6,0.296436508,50,0.0490380565,5,1.0,-1,-1,112.547928,30,80,0.910740532087123
1.93475825,1,1.0,6,0.499982168,29,0.129677609,5,0.081088542,56,0.0102136253,139.584658,120,80,0.4273448767653913
2.2007156,1,1.0,6,0.499975397,50,0.033477319,29,0.125077662,5,0.410843848,142.840848,60,80,0.5960548402901042
2.04699253,1,1.0,6,0.499982168,83,0.0394319712,51,0.0187210299,-1,-1,210.594671,120,80,0.17604747409497343
2.05961469,1,1.0,6,0.499975397,29,0.143471435,5,0.670324173,-1,-1,115.543226,30,80,0.8291708211471759
1.66483756,1,1.0,6,0.499982168,51,0.0360019806,5,0.567619794,-1,-1,98.2339347,60,80,0.8497778093945378
3.29085076,1,1.0,6,0.499982168,83,0.0553725553,50,0.0827096297,29,0.104845726,303.608462,120,80,0.06854760891240767
3.3341471,1,1.0,6,0.499982168,83,0.0973214608,50,0.0649861377,-1,-1,366.195458,120,80,0.05509592690715037
2.04823957,1,1.0,6,0.499982168,83,0.0260083214,50,0.0177234921,29,0.0469046671,187.044466,60,80,0.4123325251936495
2.52629294,1,1.0,6,0.499975397,83,0.0581684744,51,0.0345615006,-1,-1,274.249334,90,80,0.15871396788935563
2.25907132,1,1.0,6,0.499975397,50,0.0807394165,29,0.0588600761,5,0.281103686,167.142616,120,80,0.27836874346709134
2.06830914,1,1.0,6,0.499982168,83,0.0411099274,29,0.0303500787,-1,-1,204.664335,90,80,0.2650556652580635
1.97367226,1,1.0,6,0.499982168,51,0.0662436443,50,0.00738478837,29,0.0248318826,170.003446,120,100,0.3902904240444333
2.3905692,1,1.0,6,0.499975397,51,0.103684502,50,0.031508065,-1,-1,220.425013,120,100,0.24701421751951969
1.87028526,1,1.0,6,0.499982168,51,0.0216011884,50,0.0502165609,5,0.178394792,145.631538,120,100,0.4826203035793206
2.51931142,1,1.0,6,0.499975397,83,0.0145421186,50,0.031508065,29,0.150828945,202.542103,60,100,0.4629313263568155
2.06032735,1,1.0,6,0.499982168,83,0.0251693433,29,0.0827729419,-1,-1,178.689099,60,100,0.5275950656083863
2.10734581,1,1.0,6,0.499975397,50,0.0531698597,29,0.0662175856,5,0.540584011,135.597807,60,100,0.7263211489802722
2.81170113,1,1.0,6,0.499982168,51,0.0374420598,50,0.129972275,56,0.0587283455,282.030628,90,100,0.23940405823471184
2.04823957,1,1.0,6,0.499982168,83,0.0260083214,50,0.0177234921,29,0.0469046671,187.044466,30,100,0.7174872130198466
2.34736307,1,1.0,6,0.499975397,83,0.0536939764,51,0.021120917,5,0.237856965,220.729294,60,100,0.4148344476980851
2.01974698,1,1.0,6,0.499982168,83,0.0276862776,51,0.038882139,-1,-1,199.051258,120,100,0.26138293225678894
3.2581998,1,1.0,6,0.499982168,83,0.0822198548,51,0.0892849119,-1,-1,351.042676,90,100,0.15471147558778756
2.22507072,1,0.642302008,6,0.32113955,50,0.0607137843,5,1.0,-1,-1,120.457395,60,100,0.8098791213619458
3.09601396,1,1.0,6,0.499982168,74,0.114438713,5,0.648708336,-1,-1,238.045854,120,100,0.1849828257740032
2.14915184,1,1.0,6,0.499982168,83,0.0218134309,74,0.0324243021,-1,-1,215.242541,60,100,0.438804704885027
3.80737632,1,1.0,6,0.499982168,83,0.0352370806,74,0.112531402,-1,-1,381.004895,90,100,0.14596799830454593
3.03350146,1,1.0,6,0.499982168,29,0.386273729,5,0.324354168,-1,-1,185.24456,120,100,0.36612891136858805
2.57075898,1,1.0,6,0.499982168,51,0.0547230105,50,0.0472626456,56,0.114903285,281.27286,120,100,0.15737483749744777
1.72816211,1,1.0,6,0.499982168,50,0.0472626456,5,0.454095835,-1,-1,110.223748,30,100,0.9323110641300331
2.69996297,1,1.0,6,0.499975397,74,0.0635763257,51,0.0192008336,50,0.0196925406,259.215059,90,100,0.24393862249526382
2.81683697,1,1.0,6,0.499982168,50,0.162465344,29,0.0607001574,5,0.454095835,210.576787,60,100,0.4906620799809778
2.06460393,1,1.0,6,0.499982168,74,0.0257487105,51,0.0475226144,-1,-1,189.734637,60,100,0.502500536290729
1.85023283,1,1.0,6,0.499982168,51,0.0547230105,56,0.0280874696,-1,-1,174.129391,90,100,0.5182106239839552
1.83904003,1,0.963464185,6,0.481708388,51,0.0406984942,5,1.0,-1,-1,97.4235446,60,100,1
2.57108129,1,1.0,6,0.499975397,83,0.0604057234,29,0.0588600761,-1,-1,260.920735,30,100,0.5863311769707715
1.99180239,1,1.0,6,0.499982168,51,0.0302416637,50,0.0354469842,29,0.0413864709,167.109836,60,100,0.6395725698276374
2.43387275,1,1.0,6,0.499975397,51,0.0652828344,50,0.031508065,29,0.0735750951,206.060447,30,100,0.7414962382112961
1.78889282,1,1.0,6,0.499982168,83,0.0100677373,51,0.038882139,5,0.340571876,128.711845,90,100,0.5687149957225969
2.55617979,1,1.0,6,0.499975397,83,0.0346773597,29,0.143471435,-1,-1,218.928679,60,100,0.43305540981657564
1.91306112,1,1.0,6,0.499982168,74,0.034331614,5,0.194612501,56,0.015320438,158.496908,30,100,0.7464417433196266
2.4554145,1,1.0,6,0.499982168,51,0.0662436443,56,0.145544161,-1,-1,280.846114,60,100,0.42071167718141095
2.36707597,1,1.0,6,0.499982168,74,0.0419608616,5,0.940627087,56,0.0740487835,177.837787,120,100,0.2950322679024184
2.39316622,1,1.0,6,0.499975397,83,0.0581684744,50,0.0177232866,5,0.194610244,232.820952,90,100,0.2897985872939158
2.42258326,1,1.0,6,0.499975397,83,0.0178979921,51,0.103684502,-1,-1,235.331434,60,100,0.4135034128766635
2.52150031,1,1.0,6,0.499975397,83,0.0212538656,50,0.033477319,29,0.125077662,212.314516,90,100,0.32060752047596774
2.14400483,1,1.0,6,0.499975397,74,0.0432319015,5,0.540584011,56,0.0187247626,157.736629,90,100,0.4209572078766247
2.23908814,1,1.0,6,0.499975397,50,0.112247481,5,0.281103686,-1,-1,175.997231,30,100,0.8325777880010441
2.00267742,1,1.0,6,0.499982168,83,0.00922875921,50,0.072370926,-1,-1,183.026519,120,100,1
2.03774387,1,1.0,6,0.499982168,74,0.017165807,51,0.0331218221,50,0.0280621958,184.80851,90,100,0.396125008722801
1.91306112,1,1.0,6,0.499982168,74,0.034331614,5,0.194612501,56,0.015320438,158.496908,90,100,0.4480379512918791
2.54940137,1,1.0,6,0.499975397,83,0.0536939764,50,0.0216617947,29,0.0404663023,259.124413,120,100,1
1.86018637,1,1.0,6,0.499982168,83,0.0276862776,50,0.0147695767,5,0.275701043,148.962055,30,100,0.7998808529994805
1.7753282,1,1.0,6,0.499982168,51,0.0403222183,50,0.0162465344,5,0.340571876,123.273386,60,100,0.8071744069141444
2.16015803,1,1.0,6,0.499975397,51,0.042241834,29,0.0478238118,56,0.05957879,209.781092,90,100,0.3701233080996699
3.66111802,1,1.0,6,0.499982168,74,0.085829035,29,0.193136864,-1,-1,287.868281,30,100,0.491127296035067
2.08086123,1,1.0,6,0.499982168,83,0.0310421901,74,0.0123975273,51,0.0144007922,210.666826,60,100,0.43050318285317
3.3240984,1,1.0,6,0.499982168,83,0.098999417,51,0.0288015845,50,0.0324930688,367.754321,90,100,1
2.68268205,1,1.0,6,0.499982168,51,0.0374420598,29,0.242800629,5,0.746014586,161.06618,60,100,0.5785401003315956
2.3905692,1,1.0,6,0.499975397,51,0.103684502,50,0.031508065,-1,-1,220.425013,60,100,0.5270936660834236
1.63883583,1,1.0,6,0.499982168,83,0.015101606,5,0.681143753,-1,-1,93.5742935,30,100,0.9474706461592537
3.07361525,1,1.0,6,0.499982168,51,0.123846813,50,0.109294868,-1,-1,282.331989,30,100,0.6468028026682725
2.54932077,1,1.0,6,0.499975397,83,0.0648802214,51,0.0115205002,50,0.0118155244,281.559106,30,100,1
2.69996297,1,1.0,6,0.499975397,74,0.0635763257,51,0.0192008336,50,0.0196925406,259.215059,30,100,0.566001235407077
3.80737632,1,1.0,6,0.499982168,83,0.0352370806,74,0.112531402,-1,-1,381.004895,60,100,0.23018114996239503
2.29062611,1,1.0,6,0.499975397,51,0.0883238348,50,0.0216617947,56,0.0221292649,220.022634,30,100,0.7467247497525309
2.14915184,1,1.0,6,0.499982168,83,0.0218134309,74,0.0324243021,-1,-1,215.242541,90,100,0.3291326046671508
2.11180733,1,1.0,6,0.499982168,83,0.0192964965,74,0.0257487105,51,0.0144007922,208.007507,90,100,0.3208918191756888
3.39383657,1,1.0,6,0.499982168,83,0.0218134309,74,0.0572193567,51,0.106565863,331.196702,30,100,0.4528697369203214
1.72816211,1,1.0,6,0.499982168,50,0.0472626456,5,0.454095835,-1,-1,110.223748,120,100,0.6943297916607437
2.25965022,1,1.0,6,0.499975397,51,0.021120917,50,0.0768009084,56,0.0340450229,220.198382,60,100,0.5206452546670216
2.71890888,1,1.0,6,0.499975397,74,0.0559471666,29,0.0956476236,-1,-1,231.777208,30,100,0.6005745418268
2.40215586,1,1.0,6,0.499982168,51,0.0806444365,5,0.421660418,56,0.0995828468,220.951881,60,100,0.5074886862040179
3.21924494,1,1.0,6,0.499982168,74,0.0209804308,50,0.203820159,-1,-1,293.511533,60,100,0.31428316667398953
2.68680415,1,1.0,6,0.499982168,83,0.0604064239,51,0.0604833274,5,0.746014586,215.394343,90,100,0.28276477900945163
1.82497875,1,1.0,6,0.499982168,74,0.0314706462,5,0.437878127,-1,-1,122.613724,120,100,1
2.88497305,1,1.0,6,0.499982168,50,0.183142752,56,0.0459613139,-1,-1,282.356957,60,100,1
2.76753094,1,1.0,6,0.499982168,50,0.0620322223,29,0.220727845,5,0.616272919,174.927673,120,100,0.3169142219132269
3.09601396,1,1.0,6,0.499982168,74,0.114438713,5,0.648708336,-1,-1,238.045854,60,100,0.3634733030598294
1.85023283,1,1.0,6,0.499982168,51,0.0547230105,56,0.0280874696,-1,-1,174.129391,60,100,0.6696642949263021
2.58530578,1,1.0,6,0.499982168,74,0.0572193567,5,0.486531252,56,0.0893692215,235.353428,60,100,1
2.25907132,1,1.0,6,0.499975397,50,0.0807394165,29,0.0588600761,5,0.281103686,167.142616,90,100,0.4604191596647343
2.76637145,1,1.0,6,0.499982168,74,0.0839217232,5,0.681143753,56,0.0383010949,221.244728,30,100,1
2.24240726,1,1.0,6,0.499975397,74,0.0457749545,5,0.259480325,56,0.0374495252,198.983181,30,100,0.7086248471894488
3.26641885,1,1.0,6,0.499982168,83,0.0671182488,50,0.118156614,-1,-1,337.422225,60,100,0.24083330533421896
2.56458108,1,1.0,6,0.499975397,83,0.0492194783,29,0.0956476236,-1,-1,241.449703,120,100,0.23312751830495945
3.74030451,1,1.0,6,0.499982168,74,0.118253337,50,0.0531704763,-1,-1,349.706331,30,100,0.422157723749538
2.19144665,1,1.0,6,0.499975397,51,0.107524668,5,0.302727046,-1,-1,172.30434,120,100,0.3970980856359374
2.31149905,1,1.0,6,0.499975397,51,0.0960041682,50,0.0196925406,56,0.0170225114,220.088118,90,100,0.36356505400383027
3.61757995,1,1.0,6,0.499982168,74,0.104902154,51,0.0720039612,-1,-1,340.919093,90,100,0.13611187929194116
1.98576476,1,1.0,6,0.499982168,83,0.0125846717,51,0.0648035651,-1,-1,185.330541,30,100,0.7726631293016332
1.90409738,1,1.0,6,0.499982168,50,0.0620322223,29,0.0248318826,5,0.145959376,146.680233,120,100,0.47189448899893255
3.30754763,1,1.0,6,0.499982168,83,0.0268472995,50,0.0443087302,29,0.27039161,252.684759,120,100,0.18915038625855157
2.06596057,1,1.0,6,0.499975397,51,0.0441619174,56,0.0800058038,-1,-1,218.987669,30,100,0.7779820995200522
2.12314076,1,0.550544578,6,0.275262472,50,0.0390302899,5,1.0,-1,-1,105.207588,120,100,1
2.52629294,1,1.0,6,0.499975397,83,0.0581684744,51,0.0345615006,-1,-1,274.249334,30,100,1
1.94123586,1,1.0,6,0.499982168,50,0.072370926,29,0.0165545884,5,0.081088542,158.255262,60,100,0.6770547688522344
2.56019999,1,1.0,6,0.499975397,83,0.0659988459,74,0.00254305303,51,0.0172807503,284.622927,90,100,0.23914172807087825
2.05759336,1,1.0,6,0.499982168,83,0.0385929931,50,0.0132926191,29,0.0137954903,206.385852,60,100,0.45970841291543146
2.83880385,1,1.0,6,0.499982168,51,0.135367447,29,0.0717365496,56,0.0510681266,268.190526,120,100,0.15702980225733168
2.3905692,1,1.0,6,0.499975397,51,0.103684502,50,0.031508065,-1,-1,220.425013,90,100,0.371042109806496
2.8853999,1,1.0,6,0.499982168,51,0.118086496,29,0.115882119,56,0.0459613139,260.494017,90,100,0.24605923234182006
2.0370338,1,1.0,6,0.499982168,83,0.0327201463,51,0.0144007922,50,0.0162465344,204.037299,60,100,0.48461297901100236
3.37470057,1,1.0,6,0.499982168,83,0.104033286,50,0.0265852381,29,0.0496637651,359.471908,60,100,0.2558003396077195
2.58663498,1,1.0,6,0.499975397,83,0.0592870989,74,0.0114437386,51,0.0153606669,283.910703,60,100,0.34409705440701754
2.64026555,1,1.0,6,0.499982168,50,0.059078307,29,0.193136864,5,0.81088542,160.29488,90,100,0.46101747920096553
2.45158696,1,1.0,6,0.499975397,83,0.0178979921,51,0.0288012505,50,0.0768009084,235.836666,90,100,0.26269458307595683
2.52744824,1,1.0,6,0.499975397,83,0.0514567273,50,0.0472620975,-1,-1,267.561586,30,100,0.5795506529824226
2.8001517,1,1.0,6,0.499982168,51,0.16704919,29,0.0551819612,5,0.389225002,218.292575,120,100,0.2246722165218897
3.61757995,1,1.0,6,0.499982168,74,0.104902154,51,0.0720039612,-1,-1,340.919093,60,100,1
2.18457653,1,1.0,6,0.499982168,83,0.00922875921,74,0.0467291413,-1,-1,212.318764,30,100,0.6514058570701209
2.27595657,1,1.0,6,0.499975397,51,0.063362751,29,0.0662175856,56,0.0323427717,206.717853,30,100,0.7592649069438665
2.82128061,1,1.0,6,0.499982168,51,0.172809507,50,0.0295391535,5,0.324354168,234.566189,60,100,0.4646203190865224
1.83686104,1,0.906789821,6,0.4533726,29,0.0633812899,5,1.0,-1,-1,88.3821121,120,100,0.7821522445382343
2.22217579,1,1.0,6,0.499975397,83,0.0413891068,50,0.0275695569,5,0.410843848,183.205519,30,100,0.7311981639473065
2.06830914,1,1.0,6,0.499982168,83,0.0411099274,29,0.0303500787,-1,-1,204.664335,120,100,0.3048974327827415
2.49075031,1,1.0,6,0.499975397,83,0.0447449803,51,0.0576025009,-1,-1,260.45749,90,100,0.24934288232359914
2.12549621,1,1.0,6,0.499975397,51,0.063362751,56,0.0629832923,-1,-1,219.251798,90,100,0.37161458400638897
2.45132498,1,0.811328852,6,0.405649958,83,0.0571777204,5,1.0,-1,-1,168.510635,60,100,0.5055929307836048
3.07007053,1,1.0,6,0.499982168,51,0.132487289,50,0.100433122,-1,-1,282.292091,60,100,0.38829516407911774
2.11477512,1,1.0,6,0.499982168,83,0.0100677373,74,0.0314706462,51,0.0216011884,202.75812,30,100,0.663186161373111
2.50694468,1,1.0,6,0.499975397,74,0.0279735833,51,0.0921640015,-1,-1,236.37677,60,100,0.4004424721581114
2.38031293,1,0.734059438,6,0.367016629,83,0.0468053448,5,1.0,-1,-1,154.479068,120,100,0.35288576102885116
2.25709567,1,1.0,6,0.499975397,51,0.0288012505,50,0.0689238921,56,0.0340450229,220.147162,120,100,0.2536357926893882
3.28339302,1,1.0,6,0.499982168,83,0.114101023,50,0.0265852381,5,0.0973062504,361.705569,60,100,0.2503340509721723
2.29762473,1,1.0,6,0.499982168,51,0.0662436443,5,0.746014586,56,0.0868158151,184.467976,30,100,0.7866855165319693
1.81034507,1,1.0,6,0.499982168,83,0.0310421901,5,0.373007293,-1,-1,136.660026,120,100,0.4419371596492271
2.23145975,1,1.0,6,0.499975397,83,0.0212538656,50,0.0689238921,5,0.345973767,179.892967,120,100,0.2777947208315995
2.46014549,1,0.906779305,6,0.453373483,50,0.0669637327,29,0.105079507,5,1.0,143.532513,30,100,0.8286415432767233
1.91306112,1,1.0,6,0.499982168,74,0.034331614,5,0.194612501,56,0.015320438,158.496908,60,100,0.5831870918052192
2.51810478,1,1.0,6,0.499975397,74,0.0216159507,50,0.104370465,-1,-1,233.265874,120,100,0.19311118405239366
2.51430887,1,1.0,6,0.499982168,83,0.0335591244,51,0.0864047534,5,0.973062504,177.67574,30,100,0.7002651731508307
2.52744824,1,1.0,6,0.499975397,83,0.0514567273,50,0.0472620975,-1,-1,267.561586,60,100,0.33868374871096385
3.34223434,1,1.0,6,0.499982168,83,0.105711242,51,0.0230412676,50,0.0265852381,374.621846,120,100,0.10484147762956914
2.16419546,1,1.0,6,0.499975397,74,0.049589534,5,0.670324173,-1,-1,144.76868,90,100,0.4658402189616894
2.76412117,1,1.0,6,0.499975397,74,0.0686624318,29,0.0588600761,-1,-1,247.886344,120,100,0.2113515301731379
2.38369338,1,1.0,6,0.499975397,83,0.0615243479,50,0.00984627031,5,0.216233604,231.499217,60,100,0.4090450923583094
3.31928814,1,1.0,6,0.499982168,83,0.102355329,51,0.0547230105,-1,-1,371.041791,120,100,0.1052473786367619
1.99259034,1,1.0,6,0.499982168,74,0.0438681735,5,0.227047918,-1,-1,158.225553,60,100,0.5675403251860218
3.37470057,1,1.0,6,0.499982168,83,0.104033286,50,0.0265852381,29,0.0496637651,359.471908,30,100,0.436152973376719
2.81213332,1,1.0,6,0.499982168,51,0.132487289,29,0.115882119,5,0.421660418,206.497996,90,100,0.3332807811494455
2.70446709,1,1.0,6,0.499975397,83,0.0391518578,74,0.044503428,-1,-1,286.586102,30,100,0.528097757400166
1.80286676,1,1.0,6,0.499982168,51,0.0403222183,29,0.0358682748,5,0.30813646,122.696379,90,100,0.6608730037708346
3.86544673,1,1.0,6,0.499982168,74,0.13160452,29,0.0607001574,-1,-1,342.822448,120,100,0.10357841604271717
2.26177852,1,1.0,6,0.499975397,83,0.0581684744,5,0.389220488,-1,-1,198.004384,120,100,0.27835039556287267
1.73419585,1,1.0,6,0.499982168,29,0.0827729419,5,0.486531252,-1,-1,98.393987,120,100,0.7033769516459603
1.97087307,1,1.0,6,0.499982168,51,0.0489626936,50,0.0384008995,-1,-1,175.082841,90,100,0.4995825978181367
3.36188541,1,1.0,6,0.499982168,83,0.0469827742,29,0.286946198,-1,-1,262.718755,60,100,0.35801606029200056
1.81226595,1,0.889351555,6,0.444653897,50,0.0315244649,5,1.0,-1,-1,91.4700332,60,100,0.9343851523711804
2.03878801,1,1.0,6,0.499982168,83,0.015101606,74,0.0114438713,51,0.0432023767,194.583673,120,100,0.2566131754355585
2.56661916,1,1.0,6,0.499982168,29,0.19865506,5,0.356789585,56,0.0842624088,202.481338,60,100,0.5288395185530747
3.2581998,1,1.0,6,0.499982168,83,0.0822198548,51,0.0892849119,-1,-1,351.042676,30,100,0.45184626160132535
2.52607119,1,1.0,6,0.499975397,83,0.0548126009,51,0.0192008336,50,0.0216617947,270.864768,120,100,0.17627553196163517
2.08950937,1,1.0,6,0.499982168,74,0.0295633343,51,0.0201611091,50,0.0221543651,192.264449,60,100,0.47413786419309567
2.52744824,1,1.0,6,0.499975397,83,0.0514567273,50,0.0472620975,-1,-1,267.561586,90,100,1
2.99694275,1,1.0,6,0.499982168,83,0.0906096359,50,0.0413548149,5,0.389225002,285.800416,90,100,1
2.06894197,1,1.0,6,0.499975397,74,0.041960375,5,0.800064336,-1,-1,128.43908,30,100,0.7769728391360421
3.4873996,1,1.0,6,0.499982168,83,0.0604064239,74,0.051497421,51,0.0489626936,364.075137,60,100,0.22349496145168082
1.90334669,1,1.0,6,0.499982168,51,0.0345619014,50,0.0339700265,56,0.0165971411,174.665868,30,100,1
1.81232772,1,1.0,6,0.499982168,51,0.0144007922,50,0.0265852381,56,0.0408545012,174.046214,120,100,0.3696193240410734
2.4554145,1,1.0,6,0.499982168,51,0.0662436443,56,0.145544161,-1,-1,280.846114,30,100,0.6960782286640288
2.03658722,1,1.0,6,0.499982168,74,0.0448218294,5,0.113523959,56,0.00766021898,178.65703,120,100,0.3229426466141317
2.48759832,1,1.0,6,0.499982168,51,0.149768239,5,0.90819167,-1,-1,169.772129,30,100,1
3.13801732,1,1.0,6,0.499982168,51,0.106565863,50,0.0561243916,29,0.132436707,258.304272,120,100,1
2.64685518,1,1.0,6,0.499975397,83,0.0570498499,74,0.0241590038,-1,-1,291.133959,60,100,1
2.51931142,1,1.0,6,0.499975397,83,0.0145421186,50,0.031508065,29,0.150828945,202.542103,30,100,0.6892653980052569
2.05961469,1,1.0,6,0.499975397,29,0.143471435,5,0.670324173,-1,-1,115.543226,60,100,0.7707182677421773
3.30747727,1,1.0,6,0.499982168,83,0.0855757672,50,0.0856635451,-1,-1,354.657276,90,100,0.15233628917829922
1.89664418,1,1.0,6,0.499982168,51,0.038882139,50,0.0280621958,56,0.0178738443,174.589337,90,100,0.4951682143715577
1.99180239,1,1.0,6,0.499982168,51,0.0302416637,50,0.0354469842,29,0.0413864709,167.109836,30,100,0.8485062687863288
3.26143628,1,1.0,6,0.499982168,74,0.0457754854,51,0.161288873,-1,-1,305.953555,30,100,0.503887138585278
1.97087307,1,1.0,6,0.499982168,51,0.0489626936,50,0.0384008995,-1,-1,175.082841,120,100,0.39050494033604105
2.38031293,1,0.734059438,6,0.367016629,83,0.0468053448,5,1.0,-1,-1,154.479068,30,100,0.7529495990096067
1.96941499,1,1.0,6,0.499982168,51,0.0532829313,50,0.0339700265,-1,-1,175.047606,30,100,0.8474479022632762
2.09690093,1,1.0,6,0.499975397,51,0.0921640015,5,0.475713929,-1,-1,150.188283,90,100,0.5703109452414858
2.0370338,1,1.0,6,0.499982168,83,0.0327201463,51,0.0144007922,50,0.0162465344,204.037299,120,100,0.26069803084382437
2.61192852,1,1.0,6,0.499982168,51,0.118086496,56,0.0995828468,-1,-1,281.162475,120,100,1
2.12994052,1,1.0,6,0.499975397,51,0.0614426677,50,0.0354465731,5,0.432467209,155.612921,30,100,1
3.07361525,1,1.0,6,0.499982168,51,0.123846813,50,0.109294868,-1,-1,282.331989,120,100,0.14637118555142317
2.05961469,1,1.0,6,0.499975397,29,0.143471435,5,0.670324173,-1,-1,115.543226,90,100,0.6760765228718304
2.06830914,1,1.0,6,0.499982168,83,0.0411099274,29,0.0303500787,-1,-1,204.664335,90,100,0.37756676496509584
2.08605504,1,1.0,6,0.499982168,74,0.0267023665,50,0.0472626456,-1,-1,190.706277,120,100,0.26471181157715995
3.19051058,1,1.0,6,0.499982168,74,0.0324243021,51,0.181449982,-1,-1,298.669997,120,100,1
2.19792608,1,1.0,6,0.499975397,74,0.0521325871,5,0.627077452,-1,-1,150.722207,120,100,0.37625769867956177
2.21492828,1,1.0,6,0.499975397,51,0.0825635847,29,0.0478238118,5,0.302727046,165.384191,60,100,0.6240356458878777
1.96074118,1,0.440435663,6,0.220209977,51,0.0126852449,5,1.0,-1,-1,83.3052087,60,100,0.9563691954605251
2.14089266,1,1.0,6,0.499975397,29,0.136113926,5,0.281103686,56,0.0340450229,155.650938,30,100,0.8124261792580837
1.95084742,1,1.0,6,0.499975397,29,0.0625388308,5,0.475713929,56,0.0527697855,141.735549,120,100,1
2.11292613,1,1.0,6,0.499982168,74,0.0238413986,29,0.0965684322,-1,-1,168.964314,120,100,0.3767035307313972
1.83905305,1,1.0,6,0.499982168,83,0.0234913871,51,0.0201611091,5,0.291918751,143.622544,120,100,0.39688873841159733
2.69685288,1,1.0,6,0.499975397,74,0.049589534,29,0.114041397,-1,-1,224.249169,60,100,0.4401499546414347
2.03119095,1,1.0,6,0.499982168,83,0.030203212,51,0.0187210299,50,0.0162465344,201.594125,90,100,0.3348108250606719
2.72069034,1,1.0,6,0.499982168,83,0.0570505115,50,0.0708939684,5,0.713579169,217.829226,30,100,0.6297461729518217
2.26137808,1,1.0,6,0.499975397,51,0.0979242516,50,0.0196925406,5,0.194610244,188.069588,60,100,0.6027300428774129
2.13766078,1,1.0,6,0.499982168,74,0.0419608616,51,0.0230412676,-1,-1,199.959926,120,100,0.26998426019016997
2.26177852,1,1.0,6,0.499975397,83,0.0581684744,5,0.389220488,-1,-1,198.004384,30,100,0.6777125326620438
1.89984898,1,1.0,6,0.499982168,51,0.0201611091,29,0.0744956477,56,0.0242573601,160.303514,60,100,0.6486132684787693
2.52527243,1,1.0,6,0.499975397,83,0.0548126009,51,0.021120917,50,0.0196925406,270.851549,60,100,0.35807550456557863
2.13666819,1,0.540885901,6,0.270433306,29,0.0686484332,5,1.0,-1,-1,97.0014805,60,100,0.8459126892847819
1.73419585,1,1.0,6,0.499982168,29,0.0827729419,5,0.486531252,-1,-1,98.393987,30,100,0.8968680621425266
2.0181197,1,1.0,6,0.499975397,29,0.106683888,5,0.540584011,56,0.0272360183,130.578775,60,100,0.7261815841640455
2.42062402,1,1.0,6,0.499975397,83,0.0659988459,51,0.00576025009,5,0.172986883,244.088408,90,100,0.3005450781433744
1.89439799,1,1.0,6,0.499982168,51,0.0460825352,29,0.0331091767,56,0.0204272506,167.906987,30,100,0.8273079239216679
3.38997297,1,1.0,6,0.499982168,83,0.0889316797,29,0.148991295,-1,-1,321.321383,90,100,0.19887210952219728
1.90273684,1,1.0,6,0.499982168,51,0.070563882,56,0.0140437348,-1,-1,174.453907,30,100,0.8341957060558207
2.22058182,1,1.0,6,0.499975397,51,0.0614426677,29,0.0846113593,5,0.324350406,157.65357,30,100,0.8120501296143616
3.1368164,1,1.0,6,0.499982168,83,0.0184575184,51,0.0604833274,50,0.141787937,296.448844,60,100,0.3014083123770731
1.77174348,1,1.0,6,0.499982168,51,0.0460825352,5,0.210830209,56,0.0191505475,140.053949,60,100,0.736011857840312
2.26177852,1,1.0,6,0.499975397,83,0.0581684744,5,0.389220488,-1,-1,198.004384,60,100,0.47239071945662764
1.93822028,1,1.0,6,0.499982168,83,0.0343981025,50,0.0132926191,5,0.162177084,173.006624,120,100,1
2.63055943,1,1.0,6,0.499982168,51,0.123846813,56,0.0944760341,-1,-1,281.197472,90,100,0.2516405327240726
