mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,thickness,spc_1000,spc_2000,spc_3000,spc_4000,spc_5000,spc_6000,spc_7000,spc_8000,spc_9000,spc_10000,spc_11000,spc_12000,spc_13000,spc_14000,spc_15000,spc_16000,spc_17000,spc_18000,spc_19000,spc_20000,spc_21000,spc_22000,spc_23000,spc_24000,spc_25000,spc_26000,spc_27000,spc_28000,spc_29000,spc_30000,spc_31000,spc_32000,spc_33000,spc_34000,spc_35000,spc_36000,spc_37000,spc_38000,spc_39000,spc_40000,spc_41000,spc_42000,spc_43000,spc_44000,spc_45000,spc_46000,spc_47000,spc_48000,spc_49000,spc_50000,spc_51000,spc_52000,spc_53000,spc_54000,spc_55000,spc_56000,spc_57000,spc_58000,spc_59000,spc_60000,spc_61000,spc_62000,spc_63000,spc_64000,spc_65000,spc_66000,spc_67000,spc_68000,spc_69000,spc_70000,spc_71000,spc_72000,spc_73000,spc_74000,spc_75000,spc_76000,spc_77000,spc_78000,spc_79000,spc_80000,spc_81000,spc_82000,spc_83000,spc_84000,spc_85000,spc_86000,spc_87000,spc_88000,spc_89000,spc_90000,spc_91000,spc_92000,spc_93000,spc_94000,spc_95000,spc_96000,spc_97000,spc_98000,spc_99000,spc_100000,spc_101000,spc_102000,spc_103000,spc_104000,spc_105000,spc_106000,spc_107000,spc_108000,spc_109000,spc_110000,spc_111000,spc_112000,spc_113000,spc_114000,spc_115000,spc_116000,spc_117000,spc_118000,spc_119000,spc_120000,energy_ratio,sigma
2.5544395,1,0.994532141,6,0.497248336,29,0.268913147,5,1.0,-1,-1,138.608887,90,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.8412874513433668,0.022
3.08787636,1,1.0,6,0.499982168,51,0.0892849119,50,0.144741852,-1,-1,282.491516,60,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.5940784718964358,0.02
2.90303715,1,1.0,6,0.499982168,50,0.177234921,29,0.0551819612,5,0.324354168,227.08374,120,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.4107792668855952,0.017
2.01026236,1,1.0,6,0.499975397,50,0.0236310487,56,0.0987305663,-1,-1,218.851188,90,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.668737083011069,0.021
2.13766078,1,1.0,6,0.499982168,74,0.0419608616,51,0.0230412676,-1,-1,199.959926,120,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.4720565114303466,0.017
1.75520668,1,1.0,6,0.499982168,83,0.015101606,50,0.0221543651,5,0.437878127,119.379674,90,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.8170637386045214,0.021
1.93437412,1,1.0,6,0.499975397,74,0.0216159507,5,0.735194255,56,0.0323427717,128.314801,30,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.9421857764140537,0.023
2.32579907,1,1.0,6,0.499975397,83,0.0626429724,5,0.302727046,-1,-1,216.228081,30,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.9004678644334276,0.022
2.1054074,1,1.0,6,0.499975397,51,0.0518422508,29,0.0698963403,5,0.51896065,137.181596,120,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.7153682055053316,0.022
2.70446709,1,1.0,6,0.499975397,83,0.0391518578,74,0.044503428,-1,-1,286.586102,120,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.34518473671531275,0.01
2.5343105,1,1.0,6,0.499982168,51,0.115206338,29,0.0717365496,5,0.875756253,165.710608,120,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.5833375597509795,0.018
3.18159536,1,1.0,6,0.499982168,83,0.0335591244,51,0.0288015845,50,0.147695767,308.536958,90,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.37383667854290026,0.016
1.79022736,1,1.0,6,0.499982168,74,0.0286096783,5,0.486531252,-1,-1,115.741012,90,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.898493075,-0.897414894,-0.896336713,-0.890945808,-0.882320361,-0.865069467,-0.837036763,-0.797144069,-0.741078662,-0.669918722,-0.58366425,-0.483393425,-0.37018443,-0.249428168,-0.127593726,-0.00575928302,0.11607516,0.234675059,0.347884055,0.454623965,0.553816608,0.645461985,0.727403734,0.800720036,0.857863624,0.905303584,0.945196278,0.977541705,1.00233987,1.02066894,1.03360711,1.0400762,1.04223256,1.0400762,1.03037257,1.01635622,0.999105323,0.979698067,0.958134449,0.93549265,0.910694489,0.884818147,3.98566644,6.45038799,0.798563674,0.766218247,0.73387282,0.701527393,0.668103784,0.635758357,0.602334749,2.75977475,0.536565714,0.774843694,0.150576949,0.138716959,0.125778788,0.112840617,0.0977460841,0.0826515514,0.0675570187,0.0513843051,0.0341334106,0.016882516,-0.00144655938,-0.0208538157,-0.0402610721,-0.0607465093,-0.0801537657,-0.100639203,-0.122202821,-0.142688258,-0.164251876,-0.185815495,-0.208457294,-0.230020912,-0.252662711,-0.27530451,-0.297946309,-0.320588108,-0.343229907,-0.366949887,-0.389591686,-0.413311666,-0.435953465,-0.459673445,-0.483393425,-0.507113405,-0.530833385,-0.553475184,-0.577195164,-0.600915144,-0.624635124,-0.647276923,-0.670996903,-0.693638702,-0.717358682,-0.740000481,-0.763720461,-0.78636226,-0.809004059,-0.831645858,-0.854287657,-0.875851276,0.8064353548288935,0.021
